country,year,gdp_pc_usd
SOM,2019,8655023960.002
SOM,2020,8628393719.99922
SOM,2021,9483997404.25227
SRB,2011,51251098408.0924
SRB,2012,45103269969.4112
SRB,2013,50455529604.0696
SRB,2014,49114321280.3466
SRB,2015,41297410634.9586
SRB,2016,42225495909.5633
SRB,2017,45972834713.8077
SRB,2018,52787520248.9242
SRB,2019,53864693664.5568
SRB,2020,55874017668.998
SRB,2021,66159884072.5308
SSD,2011,14907308932.7534
SSD,2012,11931472169.4915
SSD,2013,18426469016.9492
SSD,2014,13962212847.4576
SSD,2015,11997800760.2242
SSD,2016,
SSD,2017,
SSD,2018,
SSD,2019,
SSD,2020,
SSD,2021,
STP,2011,226455001.243083
STP,2012,229371348.202606
STP,2013,267041747.584354
STP,2014,293119143.246825
STP,2015,259999643.047388
STP,2016,292267272.196925
STP,2017,322002845.229335
STP,2018,383717327.830508
STP,2019,412976082.620705
STP,2020,471229484.607144
STP,2021,524402455.54816
SUR,2011,4422276621.78703
SUR,2012,4980000000.0
SUR,2013,5145757575.75758
SUR,2014,5240606060.60606
SUR,2015,5126237646.22072
SUR,2016,3317421648.09918
SUR,2017,3591679430.99988
SUR,2018,3996198866.57453
SUR,2019,4016040575.08796
SUR,2020,2911807496.20227
SUR,2021,3107923197.96954
SVK,2011,99705104723.4341
SVK,2012,94724394278.052
SVK,2013,99134277850.3418
SVK,2014,101713075598.862
SVK,2015,89178548717.3324
SVK,2016,90347173228.6356
SVK,2017,95978130734.9766
SVK,2018,106611673364.837
SVK,2019,105843498304.094
SVK,2020,107732602896.441
SVK,2021,120592216208.386
SVN,2011,51199194599.3094
SVN,2012,46167053954.3367
SVN,2013,47867056858.8892
SVN,2014,49514466379.6057
SVN,2015,42709468274.8137
SVN,2016,44290685824.0682
SVN,2017,48153200134.6613
SVN,2018,53689067639.9176
SVN,2019,53909922735.545
SVN,2020,53384760135.1581
SVN,2021,61529280461.092
SWE,2011,570541353128.724
SWE,2012,549742183874.355
SWE,2013,584128116410.29
SWE,2014,577730245154.162
SWE,2015,501698263620.663
SWE,2016,514218206628.325
SWE,2017,536083940228.684
SWE,2018,551312498430.164
SWE,2019,532169294165.94
SWE,2020,545147614972.141
SWE,2021,637186904843.636
SWZ,2011,4820478680.18375
SWZ,2012,4886551483.93374
SWZ,2013,4418333192.47449
SWZ,2014,4250545460.94523
SWZ,2015,3878174403.5524
SWZ,2016,3705918654.13708
SWZ,2017,4437538381.32249
SWZ,2018,4659474399.74018
SWZ,2019,4594818143.27624
SWZ,2020,4105756862.55271
SWZ,2021,4737671576.32851
SXM,2011,936089385.47486
SXM,2012,985865921.787709
SXM,2013,1022905027.93296
SXM,2014,1361811508.37989
SXM,2015,1417888715.0838
SXM,2016,1427017206.70391
SXM,2017,1353212122.90503
SXM,2018,1259200446.92737
SXM,2019,1407880446.92737
SXM,2020,1236428100.55866
SXM,2021,1353071061.45251
SYC,2011,1058918707.26124
SYC,2012,1089407839.19709
SYC,2013,1333160407.38516
SYC,2014,1387577870.08161
SYC,2015,1432403352.12944
SYC,2016,1568513348.14463
SYC,2017,1675370641.01416
SYC,2018,1784313926.76807
SYC,2019,1868690096.73454
SYC,2020,1382551751.56908
SYC,2021,1487173794.80528
SYR,2011,67539428159.4474
SYR,2012,43190318032.5627
SYR,2013,21361254635.051
SYR,2014,21502061465.9498
SYR,2015,16466863117.0009
SYR,2016,12597854877.4254
SYR,2017,16369843352.3453
SYR,2018,21497782867.6426
SYR,2019,22583045060.0821
SYR,2020,12047752036.091
SYR,2021,14353205678.4991
TCA,2011,728789600.0
TCA,2012,727161000.0
TCA,2013,754238000.0
TCA,2014,841070000.0
TCA,2015,942070000.0
TCA,2016,1032452000.0
TCA,2017,1028941663.2
TCA,2018,1128749004.5304
TCA,2019,1177285211.72521
TCA,2020,774653669.315186
TCA,2021,1045782453.5755
TCD,2011,12172308851.0395
TCD,2012,12367362757.1342
TCD,2013,12953534866.4286
TCD,2014,13940767218.5849
TCD,2015,10950392256.9543
TCD,2016,10097778098.1707
TCD,2017,10000394381.0177
TCD,2018,11239167898.3395
TCD,2019,11314951091.7283
TCD,2020,10715396042.3343
TCD,2021,11779981332.8631
TGO,2011,5422442166.44146
TGO,2012,5413544658.41535
TGO,2013,6021732977.26584
TGO,2014,6393318261.82712
TGO,2015,5755461035.38026
TGO,2016,6071170959.12093
TGO,2017,6387422517.69225
TGO,2018,7029300383.08031
TGO,2019,6992700101.37188
TGO,2020,7400284167.78479
TGO,2021,8342243645.94438
THA,2011,370818739623.622
THA,2012,397558325278.579
THA,2013,420333654592.547
THA,2014,407339040197.651
THA,2015,401296238228.084
THA,2016,413366349747.508
THA,2017,456356813536.764
THA,2018,506754208404.485
THA,2019,543976691793.886
THA,2020,500461898480.246
THA,2021,506256494297.34
TJK,2011,6522756255.012
TJK,2012,7633036903.07634
TJK,2013,8448411318.25417
TJK,2014,9112605459.32845
TJK,2015,8271431485.07484
TJK,2016,6992416096.89018
TJK,2017,7536402852.85802
TJK,2018,7764999999.45362
TJK,2019,8300813599.3084
TJK,2020,8133963550.65742
TJK,2021,8937805347.13963
TKM,2011,29233333333.3333
TKM,2012,35164210526.3158
TKM,2013,39197543859.6491
TKM,2014,43524210526.3158
TKM,2015,35799714285.7143
TKM,2016,36169428571.4286
TKM,2017,37926285714.2857
TKM,2018,40765428571.4286
TKM,2019,45232857142.8571
TKM,2020,45818000000.0
TKM,2021,50007428571.4286
TLS,2011,1042534600.0
TLS,2012,1160555000.0
TLS,2013,1395727400.0
TLS,2014,1447535200.0
TLS,2015,1590282400.0
TLS,2016,1640464600.0
TLS,2017,1584878400.0
TLS,2018,1555988600.0
TLS,2019,2032550400.0
TLS,2020,2162619200.0
TLS,2021,3624889700.0
TON,2011,414143823.181648
TON,2012,471122970.872337
TON,2013,451788486.864637
TON,2014,440997738.014078
TON,2015,437525514.240726
TON,2016,420828262.317922
TON,2017,459976850.268529
TON,2018,489714518.002333
TON,2019,494197841.113077
TON,2020,496856295.76752
TON,2021,518228012.09129
TTO,2011,25433007437.1605
TTO,2012,27334568806.1922
TTO,2013,28709859468.8597
TTO,2014,29697674913.5408
TTO,2015,27026750552.9647
TTO,2016,23722678429.8078
TTO,2017,24040211327.4898
TTO,2018,24569257295.0918
TTO,2019,23775659262.5735
TTO,2020,20807716174.0546
TTO,2021,24496397204.7176
TUN,2011,48123325825.0739
TUN,2012,47311401812.6733
TUN,2013,48685446413.953
TUN,2014,50271812920.612
TUN,2015,45779494041.9295
TUN,2016,44360072680.4476
TUN,2017,42163530590.9462
TUN,2018,42686504459.801
TUN,2019,41905642418.825
TUN,2020,42491780918.361
TUN,2021,46812290143.344
TUR,2011,838785289694.35
TUR,2012,880555885492.269
TUR,2013,957799120008.32
TUR,2014,938934609296.966
TUR,2015,864313810469.009
TUR,2016,869682881593.041
TUR,2017,858988492853.742
TUR,2018,778972108040.602
TUR,2019,761005915750.925
TUR,2020,720338490327.248
TUR,2021,819865223976.115
TUV,2011,39196957.4908996
TUV,2012,39345579.4723758
TUV,2013,38615890.6320745
TUV,2014,38760982.6540096
TUV,2015,36811936.0824587
TUV,2016,41629064.2232388
TUV,2017,45276595.3533146
TUV,2018,48015259.8751356
TUV,2019,54123198.5662913
TUV,2020,51746594.3148543
TUV,2021,60196405.7138393
TZA,2011,34657140096.4836
TZA,2012,39650394362.9287
TZA,2013,45648857242.315
TZA,2014,49986726460.6805
TZA,2015,47413919817.124
TZA,2016,49774409374.4538
TZA,2017,53274884532.7886
TZA,2018,57003712892.0858
TZA,2019,61026731925.9213
TZA,2020,66068737786.0639
TZA,2021,70655628147.8986
UGA,2011,27871725241.4723
UGA,2012,27305915910.7877
UGA,2013,28915786516.6123
UGA,2014,32612397257.4458
UGA,2015,32387183730.1002
UGA,2016,29203988696.2626
UGA,2017,30744473841.424
UGA,2018,32927025619.6795
UGA,2019,35348155095.4215
UGA,2020,37600368241.6657
UGA,2021,40529788748.6737
UKR,2011,169333835201.554
UKR,2012,182591753827.949
UKR,2013,190498811460.028
UKR,2014,133503871861.723
UKR,2015,91030967789.0717
UKR,2016,93355869403.9223
UKR,2017,112090505081.739
UKR,2018,130891088293.55
UKR,2019,153883047509.577
UKR,2020,156617722013.342
UKR,2021,199765859570.935
URY,2011,50342406067.0777
URY,2012,54232266358.7811
URY,2013,61337621933.7857
URY,2014,61496186973.902
URY,2015,57680327998.6689
URY,2016,57480788390.2581
URY,2017,65006039994.56
URY,2018,65344576348.2279
URY,2019,62222325807.0578
URY,2020,53668636567.8667
URY,2021,60760798595.5436
USA,2011,15599732000000.0
USA,2012,16253970000000.0
USA,2013,16880683000000.0
USA,2014,17608138000000.0
USA,2015,18295019000000.0
USA,2016,18804913000000.0
USA,2017,19612102000000.0
USA,2018,20656516000000.0
USA,2019,21539982000000.0
USA,2020,21354105000000.0
USA,2021,23681171000000.0
UZB,2011,60178909297.208
UZB,2012,67517349212.0609
UZB,2013,73180037914.9104
UZB,2014,80845385809.4529
UZB,2015,86196264755.3105
UZB,2016,86138288644.171
UZB,2017,69703222282.7278
UZB,2018,58695899092.1083
UZB,2019,67293639798.3996
UZB,2020,66443265418.3086
UZB,2021,77340060003.0347
VCT,2011,713796370.37037
VCT,2012,730032592.592593
VCT,2013,764781259.259259
VCT,2014,770900000.0
VCT,2015,786555555.555555
VCT,2016,814303703.703704
VCT,2017,844040740.740741
VCT,2018,884329629.62963
VCT,2019,910766666.666667
VCT,2020,869111111.111111
VCT,2021,872225925.925926
VEN,2011,316482190800.364
VEN,2012,381286237847.667
VEN,2013,371005379786.566
VEN,2014,482359318767.703
VEN,2015,
VEN,2016,
VEN,2017,
VEN,2018,
VEN,2019,
VEN,2020,
VEN,2021,
VGB,2011,
VGB,2012,
VGB,2013,
VGB,2014,
VGB,2015,
VGB,2016,
VGB,2017,
VGB,2018,
VGB,2019,
VGB,2020,
VGB,2021,
VIR,2011,4223000000.0
VIR,2012,4089000000.0
VIR,2013,3738000000.0
VIR,2014,3565000000.0
VIR,2015,3663000000.0
VIR,2016,3798000000.0
VIR,2017,3794000000.0
VIR,2018,3923000000.0
VIR,2019,4121000000.0
VIR,2020,4229000000.0
VIR,2021,4507000000.0
VNM,2011,172595049183.925
VNM,2012,195590661129.249
VNM,2013,213708811665.34
VNM,2014,233451469642.519
VNM,2015,239258328381.741
VNM,2016,257096001177.982
VNM,2017,281353605986.903
VNM,2018,310106478394.659
VNM,2019,334365270496.667
VNM,2020,346615738537.796
VNM,2021,366474752771.009
VUT,2011,770153588.218833
VUT,2012,747839697.746593
VUT,2013,758304466.245339
VUT,2014,772315983.81843
VUT,2015,730870802.967051
VUT,2016,780889605.899977
VUT,2017,880061833.690341
VUT,2018,914736985.430944
VUT,2019,936526267.622513
VUT,2020,909421043.508407
VUT,2021,950394006.532514
WSM,2011,744097050.169115
WSM,2012,773141661.165548
WSM,2013,797736334.281305
WSM,2014,796683519.593842
WSM,2015,824150498.653536
WSM,2016,843924796.697421
WSM,2017,884844384.463214
WSM,2018,878448433.404342
WSM,2019,912950466.064906
WSM,2020,868898358.266437
WSM,2021,843923638.733018
XKX,2011,6341613609.97976
XKX,2012,6163484244.63408
XKX,2013,6735328609.6594
XKX,2014,7074394734.88431
XKX,2015,6295848422.71573
XKX,2016,6682677289.98994
XKX,2017,7180764703.35718
XKX,2018,7878759714.82322
XKX,2019,7899737577.47286
XKX,2020,7717145217.81247
XKX,2021,9413403724.01899
YEM,2011,32726417878.391
YEM,2012,35401331609.5916
YEM,2013,40415233436.1767
YEM,2014,43228585321.3272
YEM,2015,42444489522.2303
YEM,2016,31317824943.2073
YEM,2017,26842228828.5629
YEM,2018,21606160783.9845
YEM,2019,
YEM,2020,
YEM,2021,
ZAF,2011,458199494830.834
ZAF,2012,434400545085.811
ZAF,2013,400886013595.573
ZAF,2014,381198869776.106
ZAF,2015,346709790458.563
ZAF,2016,323585509674.481
ZAF,2017,381448814653.456
ZAF,2018,405260723892.517
ZAF,2019,389330032224.269
ZAF,2020,337974655408.055
ZAF,2021,420886877628.703
ZMB,2011,23459515275.5776
ZMB,2012,25503060420.026
ZMB,2013,28037239462.7142
ZMB,2014,27141023558.0829
ZMB,2015,21251216798.7762
ZMB,2016,20958412538.3093
ZMB,2017,25873601260.8353
ZMB,2018,26311507273.6735
ZMB,2019,23308667781.2258
ZMB,2020,18137764930.651
ZMB,2021,22096416932.0089
